3   7   1
4   7   1
5   7   1
6   7   1
7   7   0
8   7   0
9   7   0
10  7   1
11  7   0
12  7   0
13  7   0
14  7   0
15  7   1
16  7   0
17  7   0
18  7   0
19  7   0
20  7   0
21  7   0
22  7   0
23  7   0
24  7   0
25  7   0
1   8   0
2   8   0
3   8   0
4   8   0
5   8   0
6   8   0
7   8   0
8   8   1
9   8   1
10  8   0
11  8   0
12  8   0
13  8   0
14  8   1
15  8   0
16  8   0
17  8   0
18  8   0
19  8   1
20  8   0
21  8   0
22  8   0
23  8   0
24  8   1
25  8   0
1   9   0
2   9   0
3   9   0
4   9   0
5   9   0
6   9   0
7   9   0
8   9   0
9   9   0
10  9   0
11  9   0
12  9   0
13  9   0
14  9   0
15  9   0
16  9   0
17  9   0
18  9   0
19  9   0
20  9   0
21  9   1
22  9   1
23  9   1
24  9   1
25  9   1
1   10  0
2   10  1
3   10  0
4   10  0
5   10  0
6   10  0
7   10  1
8   10  0
9   10  0
10  10  0
11  10  0
12  10  1
13  10  0
14  10  0
15  10  0
16  10  0
17  10  1
18  10  0
19  10  0
20  10  0
21  10  0
22  10  1
23  10  0
24  10  0
25  10  0
1   11  0
2   11  0
3   11  0
4   11  0
5   11  0
6   11  0
7   11  0
8   11  0
9   11  0
10  11  0
11  11  0
12  11  1
13  11  1
14  11  1
15  11  0
16  11  0
17  11  0
18  11  0
19  11  1
20  11  0
21  11  0
22  11  0
23  11  0
24  11  0
25  11  0
1   12  1
2   12  1
3   12  1
4   12  1
5   12  1
6   12  0
7   12  0
8   12  0
9   12  0
10  12  1
11  12  0
12  12  0
13  12  0
14  12  0
15  12  1
16  12  0
17  12  0
18  12  0
19  12  0
20  12  1
21  12  0
22  12  0
23  12  0
24  12  0
25  12  1
1   13  0
2   13  1
3   13  1
4   13  0
5   13  0
6   13  0
7   13  1
8   13  0
9   13  0
10  13  0
11  13  0
12  13  1
13  13  0
14  13  0
15  13  0
16  13  0
17  13  1
18  13  0
19  13  0
20  13  0
21  13  0
22  13  0
23  13  0
24  13  0
25  13  0
1   14  0
2   14  0
3   14  0
4   14  0
5   14  0
6   14  0
7   14  0
8   14  0
9   14  0
10  14  0
11  14  1
12  14  1
13  14  1
14  14  1
15  14  0
16  14  0
17  14  0
18  14  0
19  14  1
20  14  0
21  14  0
22  14  0
23  14  0
24  14  1
25  14  0
1   15  0
2   15  0
3   15  0
4   15  0
5   15  0
6   15  0
7   15  0
8   15  0
9   15  0
10  15  0
11  15  0
12  15  0
13  15  0
14  15  0
15  15  0
16  15  1
17  15  1
18  15  1
19  15  1
20  15  0
21  15  1
22  15  0
23  15  0
24  15  0
25  15  0
1   16  0
2   16  0
3   16  0
4   16  0
5   16  0
6   16  0
7   16  0
8   16  0
9   16  0
10  16  0
11  16  0
12  16  1
13  16  1
14  16  1
15  16  1
16  16  0
17  16  0
18  16  0
19  16  0
20  16  1
21  16  0
22  16  0
23  16  0
24  16  0
25  16  0
1   17  0
2   17  0
3   17  1
4   17  1
5   17  1
6   17  0
7   17  0
8   17  0
9   17  0
10  17  1
11  17  0
12  17  0
13  17  0
14  17  0
15  17  1
16  17  0
17  17  0
18  17  0
19  17  0
20  17  0
21  17  0
22  17  0
23  17  0
24  17  0
25  17  0
1   18  0
2   18  0
3   18  0
4   18  0
5   18  0
6   18  0
7   18  0
8   18  0
9   18  0
10  18  0
11  18  1
12  18  1
13  18  1
14  18  1
15  18  1
16  18  1
17  18  0
18  18  0
19  18  0
20  18  0
21  18  0
22  18  0
23  18  0
24  18  0
25  18  0
1   19  0
2   19  0
3   19  0
4   19  0
5   19  0
6   19  1
7   19  0
8   19  0
9   19  0
10  19  0
11  19  1
12  19  0
13  19  0
14  19  0
15  19  0
16  19  1
17  19  1
18  19  0
19  19  0
20  19  0
21  19  0
22  19  1
23  19  0
24  19  0
25  19  0
1   20  0
2   20  0
3   20  0
4   20  0
5   20  0
6   20  1
7   20  0
8   20  0
9   20  0
10  20  0
11  20  1
12  20  1
13  20  0
14  20  0
15  20  0
16  20  0
17  20  1
18  20  0
19  20  0
20  20  0
21  20  0
22  20  1
23  20  0
24  20  0
25  20  0;
